idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	dmb	dsu01	deh	drgn2	ddi	dlg_s	drgur	drgmd	drgru	les	loc	loopcount_pens	lnu	lhw_a	lhwpv_a	liwmy02_a	liwmy_a	lcb_a	liwft_s	lhw	lindi	lunmy_s	lunmy	liwmy_s	liwwh	lcs	lfs	lhwpv_h	liwmy	liwwh72_h	ypr	yemmy	yem_a	ydses_o	yptmp	yempv_a	ymwdt	ysepv_a	yprrt	yse	yemxm_s	yem	ysemy	yiy	yot	ypt	ypp	yempv_s	yivwg	ysv	pdi	poaot	poanc_s	pdinc	pdicm	pdi00	pdiot	poa00	psuwd00	poacm	poanc	poa	psuwdcm	psuot	psu	poanc00_s	poancna_s	poancrg_s	poacm_s	psuwdcm_s	bhl	bchbamtrg_s	bchbaucna_s	bchbarg_s	bchbaucrg_s	bchlgmtrg_s	bchlgrg_s	bchlgucrg_s	bchmtrg_s	bchrg_s	bchucrg_s	bma	bunct_s	bunnc_s	bunmt_s	bunctpc	bunot	bunotmy	bchbaucna02_s	bunct02_s	bhlot	bhl00	bmact_s	bpact_s	bmanc_s	bsa	bsa_s	bsarg_s	bunct	bunctmy	bunctmy_s	bunnc	bunncmy	bed	bunncmy_s	bch00_s	bchdi_s	bchbamtna_s	bch	bch00	bchdi	bchot	bfa	bho	bun	xs01111	xs01112	xs01113	xs01114	xs01115	xs01116	xs01121	xs01122	xs01123	xs01124	xs01125	xs01126	xs01127	xs01131	xs01132	xs01133	xs01134	xs01141	xs01142	xs01143	xs01144	xs01145	xs01146	xs01147	xs01151	xs01152	xs01153	xs01154	xs01155	xs01161	xs01162	xs01163	xs01164	xs01165	xs01166	xs01167	xs01168	xs01169	xs01171	xs01172	xs01173	xs01174	xs01175	xs01176	xs01177	xs01178	xs01181	xs01182	xs01183	xs01184	xs01185	xs01186	xs01191	xs01192	xs01193	xs01194	xs01211	xs01212	xs01213	xs01221	xs01222	xs01223	xs01224	xs02111	xs02121	xs02122	xs02131	xs02211	xs02212	xs02213	xs03111	xs03121	xs03122	xs03123	xs03131	xs03141	xs03211	xs03212	xs03213	xs03221	xs04111	xs04121	xs04311	xs04321	xs04411	xs04421	xs04431	xs04441	xs04511	xs04521	xs04522	xs04531	xs04541	xs04551	xs05111	xs05121	xs05131	xs05211	xs05311	xs05312	xs05313	xs05314	xs05315	xs05316	xs05317	xs05321	xs05331	xs05411	xs05412	xs05413	xs05414	xs05511	xs05521	xs05611	xs05612	xs05621	xs05622	xs06111	xs06121	xs06131	xs06211	xs06221	xs06231	xs06232	xs06233	xs06311	xs07111	xs07112	xs07121	xs07131	xs07141	xs07211	xs07221	xs07231	xs07241	xs07311	xs07321	xs07331	xs07341	xs07351	xs07361	xs08111	xs08211	xs08311	xs09111	xs09112	xs09121	xs09122	xs09131	xs09141	xs09151	xs09211	xs09221	xs09222	xs09231	xs09311	xs09321	xs09331	xs09341	xs09351	xs09411	xs09421	xs09422	xs09423	xs09424	xs09511	xs09521	xs09531	xs09541	xs09611	xs10111	xs10211	xs10311	xs10411	xs10511	xs11111	xs11112	xs11121	xs11211	xs12111	xs12121	xs12131	xs12311	xs12321	xs12322	xs12411	xs12412	xs12521	xs12531	xs12541	xs12551	xs12621	xs12711	xcc	xhcmo	xmp	xpp	xhcmomi	xhcmomc	xhcrt	xed00	xhc	xhcot	xhl00	tpr	tintcbarg_s	tintcccrg_s	tintcchrg_s	tintcdbrg_s	tintcdprg_s	tintceerg_s	tintcfarg_s	tintchkrg_s	tintclgrg_s	tintclprg_s	tintcoarg_s	tintcrg_s	tintcrtrg_s	tintcwmrg_s	tintrchlp_s	tintrchlg_s	twl	tintrch	tsceemy_s	tsctbee_s	tsceepi_s	tsceeui_s	tsceeot_s	tscee_s	tscerpi_s	tscerui_s	tscerot_s	tscer_s	tscsemy_s	tsctbse_s	tscsepi_s	tscsehl_s	tscse_s	tsctbun_s	tscuner_s	tscunee_s	tinty_s	tintaxp_s	tintbit_s	tinit_s	tintbjt_s	tinjt_s	tintp_s	tin_s	tinrg_s	tinna_s	tingt_s	tingtna_s	tingtrg_s	tinta00_s	tintach_s	tintadp_s	tintaee_s	tintb_s	tintbiy_s	tintc00_s	tintcmg_s	tintc_s	tintrch_s	kfbcc	kfb	kivho	amrtn	afc	ils_earns	ils_origy	ils_pen	ils_origrepy	ils_bensim	ils_benmt	ils_bennt	ils_ben	ils_taxsim	ils_tax	ils_taxin	ils_taxwl	ils_sicee	ils_sicer	ils_sicct	ils_sicse	ils_sicot	ils_sicdy	ils_dispy	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bed	ils_b1_bsa	ils_b1_bcb	ils_b1_bfa	ils_b1_bho	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_base_tin	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_sic	il_tsctbeese	il_bch00	il_bunnc	il_poanc	il_poacm	il_poacmds	il_psuwdcm	il_tinwkgr	il_tinwk	il_tinwk01	il_tinot	il_tinty	il_tintcit	il_tintbiit	il_tintbit	il_tintsit	il_tintcmo	il_tintcjt	il_tintbijt	il_tintbjt	il_tintsjt	tu_nucfam_HeadID	tu_nucfam_IsDependentChild	dct
46	4601	0	0	0	40	1	0	13497.3	1	2	0	3	30	0	0	1	0	0	2	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	0	0	0	0	0	0	0	0	2149.72	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.03	0	0	0	0	0.05	0	0.01	0.01	0.01	0	0.02	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0.03	0	0	0	0	0.57	0	0	0	0	0	0.05	0	0	0.07	0	0.04	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.17	0.05	0.04	0	0	0	0	0.03	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	801.3	238.79	0	238.79	0	0	0	1910.93	0	1910.93	370.7	0	0	21	370.7	125.23	245.47	370.7	245.47	125.23	420.83	0	0	0	1910.93	0	99.32	0	99.32	0	0	0	0	3	0	2149.72	2149.72	0	2149.72	0	0	0	0	370.7	370.7	370.7	0	0	0	0	238.79	0	238.79	1540.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2149.72	0	2149.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609.49	1540.24	238.79	801.3	2149.72	2149.72	2149.72	2149.72	0	2149.72	0	0	0	1910.93	1910.93	420.83	1910.93	1910.93	0	0	0	1910.93	0	0	4601	0	13
47	4701	0	0	0	40	1	0	6221.23	1	2	0	3	30	0	0	1	0	0	2	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	0	0	0	0	0	0	0	0	2559.19	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0	0	0	0	0	0.04	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.05	0	0.05	0.02	0.01	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.13	0	0	0	0	0	0	0.1	0.04	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	801.3	238.79	0	238.79	0	0	0	2320.4	0	2320.4	484.12	0	0	21	484.12	163.84	320.28	484.12	320.28	163.84	420.83	0	0	0	2320.4	0	99.32	0	99.32	0	0	0	0	3	0	2559.19	2559.19	0	2559.19	0	0	0	0	484.12	484.12	484.12	0	0	0	0	238.79	0	238.79	1836.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2559.19	0	2559.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722.91	1836.28	238.79	801.3	2559.19	2559.19	2559.19	2559.19	0	2559.19	0	0	0	2320.4	2320.4	420.83	2320.4	2320.4	0	0	0	2320.4	0	0	4701	0	13
48	4801	0	0	0	40	1	0	18543.9	1	2	0	3	30	0	0	1	0	0	2	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	0	0	0	0	0	0	0	0	2968.66	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0.02	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.01	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	801.3	238.79	0	238.79	0	0	0	2729.88	0	2729.88	600.57	0	0	21	600.57	203.53	397.04	600.57	397.04	203.53	420.83	0	0	0	2729.88	0	99.32	0	99.32	0	0	0	0	3	0	2968.66	2968.66	0	2968.66	0	0	0	0	600.57	600.57	600.57	0	0	0	0	238.79	0	238.79	2129.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2968.66	0	2968.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839.35	2129.31	238.79	801.3	2968.66	2968.66	2968.66	2968.66	0	2968.66	0	0	0	2729.88	2729.88	420.83	2729.88	2729.88	0	0	0	2729.88	0	0	4801	0	13
49	4901	0	0	0	70	0	0	88287.9	1	2	0	3	30	0	0	1	0	0	4	5	5	0	0	0	0	0	0	0	0	4	0	0	0	540	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.34	0	0	0	109.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0.04	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.03	0.03	0.01	0.07	0.05	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0.03	0.29	0	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.34	0	0	0	0	0	21	0	0	0	0	0	0	495.83	0	0	218.67	0	0	0	0	0	0	0	0	0	3	0	0	0	109.34	109.34	0	0	0	109.34	0	0	0	0	0	0	0	0	0	0	109.34	109.34	0	0	0	0	0	0	0	0	0	0	0	109.34	0	0	109.34	0	0	0	0	0	0	0	0	0	109.34	0	0	0	0	0	0	0	0	0	0	109.34	0	0	109.34	109.34	109.34	0	109.34	109.34	109.34	109.34	109.34	0	109.34	495.83	-109.34	0	0	0	0	109.34	0	0	4901	0	13
50	5001	0	0	0	70	0	0	88287.9	1	2	0	3	30	0	0	1	0	0	4	5	5	0	0	0	0	0	0	0	0	4	0	0	0	540	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546.68	0	0	0	546.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0	0	0.01	0.01	0	0.01	0.03	0.01	0	0	0	0	0	0.02	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.01	0	0	0	0	0.02	0.01	0.02	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0.01	0.03	0	0	0	0	0	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546.68	0	0	0	0	0	21	0	0	0	0	0	0	495.83	0	0	666.67	0	0	0	0	0	0	0	0	0	3	0	0	0	546.68	546.68	0	0	0	546.68	0	0	0	0	0	0	0	0	0	0	546.68	546.68	0	0	0	0	0	0	0	0	0	0	0	546.68	0	0	546.68	0	0	0	0	0	0	0	0	0	546.68	0	0	0	0	0	0	0	0	0	0	546.68	0	0	546.68	546.68	546.68	0	546.68	546.68	546.68	546.68	546.68	0	546.68	495.83	-119.99	0	0	0	0	546.68	0	0	5001	0	13
51	5101	0	0	0	70	0	0	213852	1	2	0	3	30	0	0	1	0	0	4	5	5	0	0	0	0	0	0	0	0	4	0	0	0	540	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984.02	0	0	0	984.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.02	0.02	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0	0	0	0	0.01	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.03	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.01	0	0	0	0	0	0	0.02	0	0	0.02	0	0.03	0	0	0	0	0	0.09	0	0.02	0.01	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984.02	0	481.17	0	0	0	21	0	0	0	0	0	0	495.83	0	0	502.85	481.17	0	0	0	0	0	0	0	0	3	0	0	0	984.02	984.02	0	0	0	984.02	0	0	0	0	0	0	0	0	0	0	984.02	984.02	0	0	0	0	0	0	0	0	0	0	0	984.02	0	0	984.02	0	0	0	0	0	0	0	0	0	984.02	0	0	0	0	0	0	0	0	0	0	984.02	0	0	984.02	984.02	984.02	0	984.02	984.02	984.02	984.02	984.02	0	984.02	495.83	481.17	481.17	0	0	0	984.02	0	0	5101	0	13
52	5201	0	0	0	70	0	0	145293	1	2	0	3	30	0	0	1	0	0	4	5	5	0	0	0	0	0	0	0	0	4	0	0	0	540	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421.36	0	0	0	1421.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421.36	0	988.03	116.16	0	0	21	116.16	39.08	77.08	116.16	77.08	39.08	495.83	0	0	433.33	988.03	0	117.02	0	117.02	0	0	0	0	3	0	0	0	1421.36	1421.36	0	0	0	1421.36	116.16	116.16	116.16	0	0	0	0	0	0	0	1305.2	1421.36	0	0	0	0	0	0	0	0	0	0	0	1421.36	0	0	1421.36	0	0	0	0	0	0	0	0	0	1421.36	0	0	0	0	0	0	0	0	0	116.16	1305.2	0	0	1421.36	1421.36	1421.36	0	1421.36	1421.36	1421.36	1421.36	1421.36	0	1421.36	495.83	988.03	988.03	0	0	0	1421.36	0	0	5201	0	13
53	5301	0	0	0	70	0	0	110703	1	2	0	3	30	0	0	1	0	0	4	5	5	0	0	0	0	0	0	0	0	4	0	0	0	540	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858.7	0	0	0	1858.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.04	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0.03	0	0.04	0.01	0	0	0	0	0	0.02	0	0	0	0.12	0.05	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.09	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.04	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858.7	0	1425.37	219.37	0	0	21	219.37	73.81	145.57	219.37	145.57	73.81	495.83	0	0	433.33	1425.37	0	117.02	0	117.02	0	0	0	0	3	0	0	0	1858.7	1858.7	0	0	0	1858.7	219.37	219.37	219.37	0	0	0	0	0	0	0	1639.33	1858.7	0	0	0	0	0	0	0	0	0	0	0	1858.7	0	0	1858.7	0	0	0	0	0	0	0	0	0	1858.7	0	0	0	0	0	0	0	0	0	219.37	1639.33	0	0	1858.7	1858.7	1858.7	0	1858.7	1858.7	1858.7	1858.7	1858.7	0	1858.7	495.83	1425.37	1425.37	0	0	0	1858.7	0	0	5301	0	13
54	5401	0	0	0	70	0	0	87426.1	1	2	0	3	30	0	0	1	0	0	4	5	5	0	0	0	0	0	0	0	0	4	0	0	0	540	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296.04	0	0	0	2296.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.03	0.04	0	0	0	0.1	0.01	0	0	0	0	0	0	0.01	0	0.03	0.01	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.06	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.05	0	0	0.04	0	0.01	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296.04	0	1862.71	339.64	0	0	21	339.64	114.73	224.91	339.64	224.91	114.73	495.83	0	0	433.33	1862.71	0	117.02	0	117.02	0	0	0	0	3	0	0	0	2296.04	2296.04	0	0	0	2296.04	339.64	339.64	339.64	0	0	0	0	0	0	0	1956.4	2296.04	0	0	0	0	0	0	0	0	0	0	0	2296.04	0	0	2296.04	0	0	0	0	0	0	0	0	0	2296.04	0	0	0	0	0	0	0	0	0	339.64	1956.4	0	0	2296.04	2296.04	2296.04	0	2296.04	2296.04	2296.04	2296.04	2296.04	0	2296.04	495.83	1862.71	1862.71	0	0	0	2296.04	0	0	5401	0	13
55	5501	0	0	0	70	0	0	211766	1	2	0	3	30	0	0	1	0	0	4	5	5	0	0	0	0	0	0	0	0	4	0	0	0	540	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2733.39	0	0	0	2733.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.01	0.01	0	0	0.05	0	0	0.24	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.05	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.03	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.07	0	0	0.1	0	0	0.05	0	0.03	0	0	0	0	0	0.01	0	0	0	0	0.04	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2733.39	0	2300.05	460.78	0	0	21	460.78	155.97	304.81	460.78	304.81	155.97	495.83	0	0	433.33	2300.05	0	117.02	0	117.02	0	0	0	0	3	0	0	0	2733.39	2733.39	0	0	0	2733.39	460.78	460.78	460.78	0	0	0	0	0	0	0	2272.6	2733.39	0	0	0	0	0	0	0	0	0	0	0	2733.39	0	0	2733.39	0	0	0	0	0	0	0	0	0	2733.39	0	0	0	0	0	0	0	0	0	460.78	2272.6	0	0	2733.39	2733.39	2733.39	0	2733.39	2733.39	2733.39	2733.39	2733.39	0	2733.39	495.83	2300.05	2300.05	0	0	0	2733.39	0	0	5501	0	13
