idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lhw	lunmy_s	lnu	liwmy_a	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yemmy	yemmw_s	ysemy	yiy	yot	ypr	ysv	yivag00_s	yivag01_s	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_yem_orig	i_bwkmcee_s	i_yemmc_s	i_diff	i_hourprop	i_min_wage_prop	i_bwalcee_s	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_bksic_s	i_smfirm	i_bksicer_s	i_smfirmer	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
4	401	0	0	402	50	1	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	33	0	0	0	0	0	3614.22	3614.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	16.67	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	50	0	0	61.94	92.52	0	0	0	0	0	0	0	0	0	0	0	433.57	0	647.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3180.65	0	3180.65	0	10.67	1590.32	270.36	43.76	206.69	0	217.36	286.26	0	0	0	0	0	0	0.99	0.18	0.38	0	0.76	0.95	0.14	0	0	0	0	3614.22	0	0	0	0.83	1	0	3614.22	352.75	54.21	88.55	495.51	3614.22	352.75	234.92	60.36	88.55	3.61	740.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.94	0	92.52	286.26	286.26	0	246.5	246.5	0	0	0	0	43.76	3180.65	540.71	250.45	0	185.34	21.35	680.07	217.36	666.59	674	0	12	0	953.66	1500	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	650.67	0.38	0.59	0	0	0	0.03	0	0	0	0	0	0	0	0	0	248	386	0	0	0	16.67	0	0	3614.22	3614.22	1700.67	650.67	1050	0	3614.22	1700.67	503.62	503.62	0	503.62	0	433.57	0	154.46	647.67	433.57	4377.69	3614.22	3614.22	0	1634	66.67	0	0	0	0	0	0	0	0	1700.67	0	0	0	3614.22	0	0	0	0	0	0	0	0	0	0	0	0	0	66.67	0	1634	0	0	937.19	4377.69	3614.22	0	3180.65	3180.65	3614.22	3180.65	3180.65	0	2677.02	0	3814.65	1700.67	4377.69	0	0	0	3311.02	3311.02	0	401	0	0
4	402	0	0	401	42	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67	1590.32	270.36	43.76	0	0	10.67	0	0	0	0	0	0	0	0.64	0.85	0.07	0	0.5	0.71	0.93	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10.67	10.67	0	10.67	0	0	0	0	0	0	-10.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67	-10.67	0	0	0	0	0	0	0	0	-10.67	0	0	0	-10.67	0	0	0	-10.67	-10.67	0	401	0	1
4	403	402	401	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.32	0.46	0	0.76	0.91	0.06	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	1	0
4	404	402	401	0	10	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.51	0.72	0	0.13	0.34	0.55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	1	0
5	501	0	0	0	86	1	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539.24	0	229.91	0	1539.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639.24	0	1639.24	278.67	107.87	0	0	0	0	0	107.87	147.53	0	0	0	0	0	0	0.69	0.41	0.13	0	0.58	0.3	0.03	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.53	147.53	0	127.04	127.04	0	0	0	43.76	43.76	1639.24	278.67	107.87	0	0	107.87	0	107.87	1283.84	674	0	12	0	1539.24	2100	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609.84	-609.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.91	0	329.91	1539.24	1539.24	1869.15	255.4	255.4	0	255.4	0	0	0	0	0	0	1613.75	1639.24	1639.24	0	0	0	1869.15	0	0	0	0	0	0	0	0	1869.15	0	0	0	0	0	0	0	0	0	0	0	1869.15	0	0	0	0	0	0	0	0	0	255.4	1613.75	0	0	1639.24	1539.24	1639.24	1639.24	1639.24	0	1283.84	1769.15	1539.24	329.91	1613.75	1539.24	0	0	1513.75	1513.75	1539.24	501	0	0
6	601	0	0	0	36	1	0	10	1	0	0	0	0	0	3	7	0	0	0	0	0	0	0	15	37	0	0	0	0	0	2495.05	2495.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.76	55.92	0	0	0	0	0	0	0	0	0	0	0	299.31	0	391.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2195.74	0	2195.74	373.28	159.35	0	0	0	0	0	159.35	197.62	0	0	0	0	0	0	0.34	0.48	0.63	0	0.91	0.05	0.19	0	0	0	0	2495.05	0	0	0	0.93	1	0	2495.05	243.52	37.43	61.13	342.07	2495.05	243.52	162.18	41.67	0	0	447.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.76	0	55.92	197.62	197.62	0	170.17	170.17	0	0	0	43.76	43.76	2195.74	373.28	159.35	0	0	159.35	0	159.35	1838.78	674	0	12	0	2195.74	2100	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164.78	-1164.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2495.05	2495.05	0	0	0	0	2495.05	0	356.96	356.96	0	356.96	0	299.31	0	98.68	391.44	299.31	1838.78	2495.05	2495.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2495.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.27	1838.78	2495.05	0	2195.74	2195.74	2495.05	2195.74	2195.74	0	1838.78	0	2195.74	0	1838.78	0	0	0	1838.78	1838.78	0	601	0	0
7	701	0	0	702	64	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.24	15	15	0	0	0	0	0	0	0	0	0	0	0.69	0.62	0.54	0	0.4	0.32	0.25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	0	1
7	702	0	0	701	51	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	423.27	423.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	152.26	62.4	13.03	19.11	0	0	0	0	0	0	0	0	0	0	0	176.48	0	176.48	0	0	88.24	15	15	0	0	0	362.32	0	0	0	0	0	0	0.37	0.16	0.96	0	0.55	0.35	0.15	0	423.27	0	423.27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362.32	0	362.32	312	0	312	0	0	0	0	0	0	0	0	0	0	0	0	-92.92	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	423.27	423.27	0	0	0	0	423.27	0	362.32	362.32	0	362.32	0	0	246.79	0	0	246.79	-185.84	423.27	423.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609.11	-185.84	423.27	0	0	176.48	423.27	176.48	0	176.48	-185.84	0	176.48	0	-185.84	0	0	0	-185.84	-185.84	0	702	0	0
7	703	702	701	0	26	1	0	10	1	0	0	0	0	0	5	5	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	937.95	937.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033.33	516.66	14.19	530.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.59	0	168.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809.36	0	809.36	137.59	0	0	0	0	0	0	0	72.84	0	0	0	0	0	0	0.09	0.86	0.63	0	0.18	0.95	0.73	0	0	0	0	937.95	0	0	0	0	1	0	937.95	91.54	14.07	22.98	128.59	937.95	91.54	60.97	15.66	0	0	168.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.84	72.84	0	62.73	62.73	0	0	0	89.51	89.51	809.36	137.59	0	0	0	0	0	0	736.51	674	0	12	0	328.61	1500	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.51	-62.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937.95	937.95	530.86	530.86	0	0	937.95	530.86	72.84	72.84	0	72.84	0	128.59	0	0	168.17	128.59	1267.37	937.95	937.95	0	0	0	0	0	0	0	0	0	530.86	0	0	0	530.86	0	937.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.86	0	0	0	201.43	1267.37	937.95	0	809.36	809.36	937.95	809.36	809.36	0	736.51	0	809.36	530.86	1267.37	0	0	0	736.51	736.51	530.86	703	0	0
8	801	0	0	0	25	0	6	10	1	0	0	0	0	0	5	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	209	5.74	214.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.02	0.74	0	0.16	0.88	0.59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	12	0	0	2100	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.74	214.74	0	0	0	214.74	0	0	0	0	0	0	0	0	0	0	214.74	0	0	0	0	0	0	0	0	0	0	0	214.74	0	0	0	214.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.74	0	0	0	0	214.74	0	0	0	0	0	0	0	0	0	0	0	214.74	214.74	0	0	0	0	0	214.74	801	0	0
9	901	0	0	902	52	1	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	0	0	15	45	0	0	0	0	0	2928.08	2928.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.18	74.96	0	0	0	0	0	0	0	0	0	0	0	351.26	0	524.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2576.82	0	2576.82	0	75.42	1288.41	219.03	43.76	150.84	0	194.6	231.91	0	0	0	0	0	0	0.07	0.88	0.68	0	0.28	0.08	0.88	0	0	0	0	2928.08	0	0	0	1	1	0	2928.08	285.78	43.92	71.74	401.44	2928.08	285.78	190.33	48.9	71.74	2.93	599.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.18	0	74.96	231.91	231.91	0	199.7	199.7	0	0	0	0	43.76	2576.82	438.06	194.6	0	0	150.84	0	226.25	1075.15	674	0	12	0	1288.41	1500	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802.31	-802.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2928.08	2928.08	0	0	0	0	2928.08	0	426.51	426.51	0	426.51	0	351.26	0	125.14	524.71	351.26	2150.31	2928.08	2928.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2928.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777.77	2150.31	2928.08	0	2576.82	2576.82	2928.08	2576.82	2576.82	0	2150.31	0	2576.82	0	2150.31	0	0	0	2150.31	2150.31	0	901	0	0
9	902	0	0	901	48	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.42	1288.41	219.03	43.76	0	0	0	0	0	0	0	0	0	0	0.93	0.25	0.56	0	0.19	0.5	0.81	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.42	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	1
